review_id,author,rating,date,text,helpful_count,developer_response_date,developer_response_text
7bbaf9f8-e7a5-4fa8-865e-7539eec8fb87,Asad A,4,"September 29, 2024","snappy performance, simple UI/X. Will update to 5 stars once the app allows me to update document 🥲",2,,
bfea1cb4-8b08-4468-a731-8611a2b21b06,Ruurd Moelker,4,"February 8, 2025","Great, although assigning to cycle in this app doesn't actually update the cycle in the web view",0,,
8289b0c0-9336-4a7d-8637-dc22e6c3962f,Fabio Nettis,5,"February 13, 2025","Great app, sleek design, great configurability and simple uncluttered UI!",4,,
ee6219d5-73d6-4074-a733-db5b1f965434,Eric Hatt,5,"December 13, 2024",New update made this so much better. The web app is fantastic but the mobile lacked some visibility into projects and now it's there. Thank you for the amazing work.,1,,
46fbd6cb-b6f4-45bb-9b49-8a12af3d52fb,Bekhruz Sh.,5,"February 27, 2025",just perfect. couldnt find words to describe this product. I love it!,3,,
e7033785-151c-4a33-8f0d-c5ddd86075ca,Rafael Ribeiro,5,"February 4, 2025",This product and app are amazing! Way to go for project management.,3,,
71b5d8fb-4390-4f71-b770-c85df9713bcd,Naren Bhandary,5,"June 5, 2025",Beautifully designed product!,0,,
c70ca269-05f9-4781-8472-406a586a4cba,Shakeeb,1,"June 18, 2025",Can't login,0,"July 11, 2025","Thanks for letting us know, though I'm sorry for the trouble here. If you're still seeing a problem here, could you please share further details about what you're seeing or a screen recording to support@linear.app? We'd be happy to help troubleshoot what may be going wrong."
f854535e-0691-4cbe-875f-ed04252e9b2c,Ritesh Mishra,5,"October 10, 2024",Good to have an app to track my work anytime anywhere... :),2,"October 10, 2024","Hi, thank you for your feedback and sorry for the trouble. This should be fixed in the current release. If you are still seeing this issue, please reach out to us at support@linear.app."
7f3b449f-ac18-44ff-a556-42b137cba827,Ravi,3,"April 18, 2025",Can't edit comments,0,"November 4, 2024","Thanks for the feedback, though I'm sorry for the trouble! We recently added edit comment functionality; long-pressing a comment you wrote should pull up a menu with an edit option. If do you still not see this behavior after quitting and restarting the app, please let us know at support@linear.app so we can take a closer look."
c5dace10-aecd-4885-886f-27c9c2cc0c18,noah guillen,5,"December 6, 2024","Fantastic application, runs very quickly, and is designed with functionality in mind everywhere.",1,,
9b4ebb41-ed79-4685-8a89-e7f0d04f703e,Pratik Pawar,5,"June 11, 2025",very good tool for personal project management,0,,
0c484d45-4e8b-4f6e-9cde-d3b8f17d856e,Jayson Lindsley,5,"September 20, 2024",Simple and fast.,1,,
7c04f32d-cf26-406b-855c-dd2a9267b0b7,Adam Slamani,5,"November 19, 2024",Best place to converge all my ideas over multiple projects,1,,
efc5bd4d-1b20-4e69-bbbc-44303aa1ba42,Luna Prasol,3,"March 28, 2025",mibile app lacks features,1,,
99f2206c-6a5b-4ef6-982d-7a52871e47c0,Matt Sasso,5,"March 7, 2025",Fast. Easy to use. Love linear,1,,
f214e76d-8ebe-4655-bded-6687a5c785b3,Me,1,"March 26, 2025",purposeless and awful login experience through delayed emails,0,"March 28, 2025","We're sorry to hear about your frustrating login experience! If you're still having this problem, could you let us know at support@linear.app? We'd be happy to take a look."
cad51f0e-87a3-4884-adce-f492a651e2f7,Matias Wainsten,1,"January 21, 2025",Non-native login. literally the only reason why i would install the app,0,"January 22, 2025","Hi Matias, by ""non-native login"" do you mean that you're being brought to Linear in a browser, not the application when you login? If so, more information about how/when you see this would be very helpful if you can share at support@linear.app."
9cbb13cd-9769-4abf-b1a6-91f1d26a5d42,Rares Cruceat,5,"October 20, 2024",Perfect managing tool for apps,1,,
09a1e5d2-8d99-4c34-b0a8-8ca38d42a447,Harshit Dev,5,"September 26, 2024","Thanks for this, it was much needed",1,,
e0657585-b189-4312-a6c0-e688efb85062,F - Lan,1,"March 8, 2025",Why should i register forst before having a feel of the app?,0,,
bf064d85-264a-403e-8b40-1ea5ae55edde,Hannah Santhe,1,"January 21, 2025",Can't even log in,0,"January 22, 2025","Hi Hannah, thanks for letting us know! We'd like to help with this; could you please email us at support@linear.app so we can take a closer look?"
25a30a47-21ab-411b-b853-7615aebdf885,Loveof567 Code.exfitruso,5,"September 20, 2024",Golden. That's all I have to say.,1,,
a20f044a-2eaa-4ba9-b808-1fafa3015e09,Kash Robinson,5,"September 6, 2025",badass app,0,,
a1218fd1-4e75-4f85-9542-4ee1bc93599a,Paulo Carneiro,5,"August 13, 2025",The Best 🇧🇷 🚀,0,,
4671d6fc-817d-4840-ba6a-b06e2ca9ecdf,Bharath Raja,5,"June 15, 2025","This is a beautifully well thought out product. As a developer, it's one of those systems I love so much, that I ache to work with the team that built such a beautiful software ❤️",0,,
bcad2cc4-3565-4857-b8c8-d347cefd5a62,Emil Elgaard,5,"June 5, 2025",pretty good,0,,
3ca8ee12-30b3-43b8-a0f9-cfea62b87aa4,NAUFAL FIFA,5,"February 16, 2025",nice,1,,
69f2d7e5-4464-40d5-ac90-06daa18e4d1c,Ramazon Pardayev,5,"January 26, 2025",Good,1,,
ff384668-2897-426a-84ee-aaeec29d027c,Kwagala Trevor,5,"January 11, 2025",Amazing,1,,
f1ff1aa4-ca66-4d8f-b7a2-847ebb51d733,nitin bhati,5,"December 13, 2024",Nice aap,1,,
150b1e1b-def5-4075-9724-91eddde36c77,J X,5,"November 12, 2024",first!,1,,
4c1aaf98-791f-498e-8396-d9a2322a71d0,New Jersey Management,5,"September 24, 2024","This app is the deal! Once you use it, you'll not look back into the past 💯 😉",2,,
7cc2747b-0555-47da-81ea-c97ca5890ad5,Begench Muhammetberdiyew,5,"October 22, 2024",Great,1,,
ab501fbc-3beb-4a95-a637-bed809ef2326,Martin Charles,5,"September 21, 2024","Beautiful app, great product Really well designed, thanks for making this thing awesome. I use it every day and it helps me keep my execution organized.",4,,
03fe9fc4-3894-4e8f-b3e2-211064214df8,Martin Cura,5,"September 19, 2024",Stellar,1,,
